DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
AUS;BOG;22260;3339;13211621,64
AUS;BOG;28250;6807;26959593,72
AUS;BOG;440;567;2245357,48
AUS;BOG;420;694;2753316,29
AUS;BOG;750;1327;5251430,7
AUS;BOG;75;269;1065120,69
AUS;BOG;19800;2844;11297556,72
AUS;BOG;1800;378;1495322,64
AUS;BOG;45;90;357809,34
AUS;BOG;61;684;2705821,92
AUS;BOG;360;61;242099,85
AUS;BOG;7150;1287;5091217,56
AUS;BOG;43500;14495;57735759,25
AUS;BOG;319070;72546;288957085,5
AUS;BOG;110846;40765;159073954,2
AUS;BOG;26500;5467;21861853,42
AUS;BOG;63500;12575;50079937,5
AUS;BOG;2448;6289;24732845,02
AUS;BOG;961;6417;25392507,3
AUS;BOG;24075;5289;20642337,94
AUS;BOG;26850;5997;23883052,5
AUS;BOG;2600;840;3345300
AUS;BOG;800;200;798176
AUS;BOG;300;75;299316
AUS;BOG;28660;6893;27065101,73
AUS;BOG;131;8371;33400392,91
AUS;BOG;4000;138;551874,45
AUS;BOG;168;913;3512118,59
AUS;BOG;422;11356;44006500,3
AUS;BOG;25;163;652134,37
AUS;BOG;303;3187;12509041,49
AUS;BOG;276;329;1312366,44
AUS;BOG;1489;42292;166689269,2
AUS;BOG;22;300;1199936,95
AUS;BOG;673;13946;55071854,41
AUS;BOG;4147;54351;215108573,5
AUS;BOG;310;4727;18589352,93
AUS;BOG;110;625;2495463,52
AUS;BOG;120;992;3960825,24
AUS;BOG;273;2988;11922610,59
AUT;BOG;324;751;2992052,25
AUT;BOG;55;208;831147,75
AUT;BOG;7520;1278;4949261,68
AUT;BOG;24480;4182;16191178,19
AUT;BOG;16000;2603;10302146,81
AUT;BOG;63200;10794;42766884,89
AZE;BOG;6;504;2015249,04
AZE;BOG;7;2064;8252924,64
AZE;BOG;1;368;1471451,68
AZE;BOG;2;736;2942903,36
AZE;BOG;2;496;1983260,96
AZE;BOG;2;496;1983260,96
AZE;BOG;2;392;1567415,92
AZE;BOG;2;256;1023618,56
AZE;BOG;2;208;831690,08
AZE;BOG;5080;3508;13881454,92
AZE;BOG;900;636;2543052,36
AZE;BOG;1776;1587;6280327,74
AZE;BOG;2532;2216;8866256,37
AZE;BOG;600;204;815981,64
AZE;BOG;6800;1008;4031909,28
AZE;BOG;52300;8019;32075278,29
AZE;BOG;7200;1005;4004818,33
AZE;BOG;50900;7356;29300529,37
BHS;BOG;775;202;806886,48
BHS;BOG;2;365;1447382,8
BHS;BOG;222;4497;17797466,91
BHS;BOG;36;1219;4825981,03
BHS;BOG;24;1339;5335753,5
BHS;BOG;12;351;1398335,4
BHS;BOG;51;1335;5317354,35
BHS;BOG;80;5163;20307422,84
BHS;BOG;32;1120;4404500,8
BHR;BOG;800;256;1012930,56
BHR;BOG;732;401;1589667,89
BHR;BOG;180;64;256398,04
BHR;BOG;30;432;1709320,32
BHR;BOG;3312;2170;8680762,81
BHR;BOG;3605;2104;8397603,79
BHR;BOG;240;67;268097,76
BHR;BOG;27;72;289853,82
BHR;BOG;8;38;154386,89
BHR;BOG;102;256;1020761,85
BHR;BOG;3;21;87191,15
BHR;BOG;250;45;179529,75
BHR;BOG;11000;1320;5266206
BHR;BOG;108;108;428707,62
BHR;BOG;2930;899;3586391,95
BHR;BOG;14125;3531;13826362,18
BHR;BOG;13045;2692;10763323,16
BHR;BOG;250;25;98575,75
BHR;BOG;180;18;70974,54
BHR;BOG;6696;4350;17152574,8
BHR;BOG;407;1504;5931066,29
BHR;BOG;28;212;835922,36
BRB;BOG;1;0;39,43
BRB;BOG;4;517;2047069,35
BRB;BOG;16;2888;11486898,13
BRB;BOG;448;32265;128355689,2
BRB;BOG;3889;61075;243153546,2
BRB;BOG;10;915;3634923,51
BRB;BOG;12;1415;5626209,14
BRB;BOG;3511;47029;187326708
BRB;BOG;1;1018;3941949,1
BEL;BOG;544;15916;62321860,15
BEL;BOG;88;2658;10589841,57
BEL;BOG;364;2458;9832578,76
BEL;BOG;320;956;3823913,96
BEL;BOG;360;1080;4319902,8
BEL;BOG;433;3532;14131042,04
BEL;BOG;11880;16368;64654663,92
BEL;BOG;16350;2971;11663462,67
BEL;BOG;656;5576;21438660,56
BEL;BOG;240;2040;7843412,4
BEL;BOG;41;65102;260372491,6
BEL;BOG;57;5440;21668336
BEL;BOG;2415;150;599986,5
BEL;BOG;163;6672;25654956,1
BEL;BOG;1323;7172;27578014,71
BEL;BOG;162300;52501;211222548,2
BEL;BOG;1200;15708;62823046,44
BEL;BOG;86895;17037;66961002,87
BLZ;BOG;1;216;845732,88
BLZ;BOG;929;19783;77635943,69
BLZ;BOG;10;310;1213783,3
BMU;BOG;20;784;3099524,92
BMU;BOG;42;2383;9410002,58
BMU;BOG;100;625;2471549,12
BMU;BOG;49;2807;11087105,46
BMU;BOG;169;3366;13292404,54
BMU;BOG;2;1;7107,37
BLR;BOG;3384;3370;13336259,58
BLR;BOG;26270;26324;104161232,2
BLR;BOG;69500;23706;94821986,45
BLR;BOG;7400;1417;5667872,47
BLR;BOG;38550;7553;30213280,18
BLR;BOG;7700;2833;11286255,52
BLR;BOG;3000;570;2270395,49
BLR;BOG;640;235;936836,88
BLR;BOG;9600;3294;13177703,49
BLR;BOG;12800;2432;9727781,12
BLR;BOG;53250;17739;70954443,48
BLR;BOG;85150;16342;65368529,17
BLR;BOG;8000;1440;5662929,6
BLR;BOG;53200;9299;36573047,67
BLR;BOG;1024;3225;12897593,85
BLR;BOG;80;184;735725,84
BLR;BOG;11250;1462;5849868,37
BLR;BOG;8875;2537;10145739,3
BLR;BOG;2400;334;1338701,14
BLR;BOG;1200;163;645743,23
BLR;BOG;10800;1468;5811689,08
BLR;BOG;140;38;147424,81
BLR;BOG;314;474;1836809,45
BLR;BOG;655;345;1337508,54
BOL;BOG;706;17527;69208587,64
BOL;BOG;121;5554;21933231,53
BOL;BOG;80;584;2308711,33
BOL;BOG;3;41;166258,54
BOL;BOG;14;94;383405,95
BOL;BOG;639;2347;9495992,14
BOL;BOG;985;3650;14765255,25
BOL;BOG;835;10996;44481320,02
BOL;BOG;13;44;181428,11
BOL;BOG;95;377;1525695,17
BOL;BOG;31;402;1627715,62
BOL;BOG;70;291;1180799,71
BOL;BOG;80000;2328;8950717,68
BOL;BOG;200;31000;121378330
BOL;BOG;32;207;838816,81
BOL;BOG;273;943;3818647,22
BOL;BOG;14;59;240407,42
BOL;BOG;28;2009;7724223,29
BOL;BOG;4;10729;42010292,95
BOL;BOG;434;951;3769044,34
BOL;BOG;5600;12602;50154188,76
BOL;BOG;493;1233;4872182,47
BOL;BOG;395;740;2945285,09
BOL;BOG;26;59;236280,63
BOL;BOG;160;306;1212138,28
BOL;BOG;400;763;3029380,98
BOL;BOG;184;336;1327380,69
BOL;BOG;73;161;639422,95
BOL;BOG;77;183;724557,09
BOL;BOG;6;84;335978,7
BOL;BOG;125;1259;5014620,82
BOL;BOG;17;201;799639,95
BOL;BOG;93;9606;38860203,66
BOL;BOG;1003;3661;14337051,72
BOL;BOG;635;51347;206100052,6
BOL;BOG;383;28678;115121381,3
BOL;BOG;38400;2843;11246725,07
BOL;BOG;382;8712;35245840,05
BOL;BOG;1149;72025;287788937,7
BOL;BOG;33;2532;9960306,64
BOL;BOG;40;22000;87799360
BOL;BOG;274;27200;109671316
BOL;BOG;114;2809;11165181,11
BOL;BOG;2715;100936;401167253
BOL;BOG;1614;57714;228690123,8
BOL;BOG;54;1321;5273708,46
BOL;BOG;58;4402;17312047,69
BOL;BOG;44;3352;13182041,68
BOL;BOG;3460;153237;608459777,2
BOL;BOG;73;673;2684324,44
BOL;BOG;1488;10859;43255097,08
BOL;BOG;5;236;925607,65
BOL;BOG;104;3680;14657992
BOL;BOG;457;7665;30322334,46
BOL;BOG;36;269;1054086,12
BOL;BOG;25;145;582782,83
BOL;BOG;29;128;503386,62
BOL;BOG;243;1679;6617397,22
BOL;BOG;49;308;1232435,45
BOL;BOG;166;999;3859476,03
BOL;BOG;342;1189;4663797,99
BOL;BOG;214;914;3571236,22
BOL;BOG;638;1607;6333170,05
BOL;BOG;103;322;1289545,09
BOL;BOG;125;390;1558386,67
BOL;BOG;80;229;911294,89
BOL;BOG;1587;3778;14976845,55
BOL;BOG;449;1560;6208747,39
BOL;BOG;249;775;3078564,84
BOL;BOG;7;64;259183,41
BOL;BOG;23;239;920562,85
BOL;BOG;10;42;171536,07
BOL;BOG;73;336;1346218,34
BOL;BOG;69;333;1326324,63
BOL;BOG;248;2188;8509240,75
BOL;BOG;92;317;1239109,46
BOL;BOG;6;33;129646,99
BOL;BOG;16;99;391080,21
BOL;BOG;402;1598;6219736,29
BOL;BOG;33;221;850433,52
BOL;BOG;84;364;1406427,36
BOL;BOG;142;455;1823580,1
BOL;BOG;53;4707;18692638,67
BOL;BOG;24;566;2217229,67
BOL;BOG;4;3823;14969941,82
BOL;BOG;8;950;3720206,66
BOL;BOG;6;15;62734,61
BOL;BOG;4;12;48873,25
BOL;BOG;107;16588;67102149,81
BOL;BOG;112;5676;22460073,32
BOL;BOG;108;11032;44627918,79
BOL;BOG;125;5327;21316542,58
BOL;BOG;12;6445;26074193,64
BOL;BOG;545;12518;50364634,84
BOL;BOG;7;607;2428293,91
BOL;BOG;6;45;182374
BOL;BOG;82;555;2221683,36
BOL;BOG;15;94;376746,3
BOL;BOG;7;19;77668,93
BOL;BOG;30;147;591515,69
BOL;BOG;14;71;287798,98
BOL;BOG;143;400;1603091,52
BOL;BOG;227;481;1927365,31
BOL;BOG;5;52;207970,36
BOL;BOG;20;179;719697,42
BOL;BOG;6;16;64790,76
BOL;BOG;5;35;141979,76
BOL;BOG;58;535;2141054,85
BOL;BOG;13;364;1464448,44
BOL;BOG;33680;3180;12719067,26
BOL;BOG;206;11579;46124638,01
BOL;BOG;314;14072;56051046,12
BOL;BOG;34;258;1045284,84
BOL;BOG;97;647;2621140,75
BOL;BOG;16;100;406463,7
BOL;BOG;90;418;1691791,9
BOL;BOG;22;108;438744,56
BOL;BOG;59;321;1302399,03
BOL;BOG;13;54;221920,76
BOL;BOG;222;480;1942514,64
BOL;BOG;21;34;138467,88
BOL;BOG;16;72;293844,78
BOL;BOG;81;235;954024,68
BOL;BOG;13;28;116502,33
BOL;BOG;634;1349;5457365,84
BOL;BOG;198;847;3430063,39
BOL;BOG;253;792;3204097,4
BOL;BOG;9;93;378632,59
BOL;BOG;93;458;1853641,16
BOL;BOG;6;22;90532,02
BOL;BOG;66;634;2567905,65
BOL;BOG;4;23;96276,23
BOL;BOG;36;170;689467,29
BOL;BOG;65;269;1091198,09
BOL;BOG;19;1590;6434771,9
BOL;BOG;4;4637;18473371,72
BOL;BOG;1;1848;7361372,47
BOL;BOG;129;1433;5479290,88
BOL;BOG;92;651;2488154,55
BOL;BOG;1;25;96315,66
BOL;BOG;36;3339;12926771,55
BOL;BOG;233;11783;45619231,07
BOL;BOG;130;1755;6794394,74
BOL;BOG;838;4013;15987208,98
BOL;BOG;174;410;1638268,81
BOL;BOG;559;1535;6127350,36
BOL;BOG;1356;8520;32986612,29
BOL;BOG;729;5365;21404294,8
BOL;BOG;12;86;336351,57
BOL;BOG;17;124;480834,09
BOL;BOG;1;15185;58789013,54
BOL;BOG;440;2139;8449164,86
BOL;BOG;1232;10161;40184314,65
BOL;BOG;67;2284;9025853,35
BOL;BOG;6;187;742543,4
BOL;BOG;333;4455;17593783,84
BOL;BOG;110;347;1373481,53
BOL;BOG;246;1028;4070007,13
BOL;BOG;25;489;1946827,26
BOL;BOG;264;5673;22447404,64
BOL;BOG;23;485;1920136,49
BOL;BOG;27;568;2250130,27
BOL;BOG;1585;33354;131960190,7
BOL;BOG;193;361;1428107,94
BOL;BOG;8;44;177170,98
BOL;BOG;67;1417;5608944,7
BOL;BOG;262;15667;61993407,78
BOL;BOG;276;13540;53574688,67
BOL;BOG;9;94;373176,5
BOL;BOG;1;27;107545,05
BOL;BOG;9;360;1428232,08
BOL;BOG;887;116867;462415224,9
BOL;BOG;318;7057;27632285,83
BOL;BOG;32;1120;4431571,2
BOL;BOG;367;5276;20848567,14
BOL;BOG;291;6094;24115186,03
BOL;BOG;1;36;143016,1
BOL;BOG;116;2439;9653307,37
BOL;BOG;15;1522;6014570,57
BOL;BOG;1;36;142344,86
BOL;BOG;4;277;1095917,27
BOL;BOG;57;2073;8025709,42
BOL;BOG;33;405;1600106,34
BOL;BOG;518;3851;14718714,55
BOL;BOG;25;2450;9910789
BOL;BOG;20;15638;63259150,36
BOL;BOG;21;2163;8749810,86
BOL;BOG;1207;9358;37276189,78
BOL;BOG;300;41661;159230425,1
BOL;BOG;322;6132;24181814,38
BOL;BOG;166;2867;11305455,61
BOL;BOG;9;178;703633,7
BOL;BOG;168;7077;27905690,77
BOL;BOG;28;431;1702127,19
BOL;BOG;1;2409;9502189,7
BOL;BOG;100;2272;8958564,16
BOL;BOG;8;340;1342838,29
BOL;BOG;681;521853;2047628551
BOL;BOG;132;2748;10759601,64
BOL;BOG;20;354;1386062,22
BOL;BOG;242;8712;34111226,16
BOL;BUN;11229;92530;366032996,1
BOL;BUN;210;8972;35481176,43
BOL;BUN;779;19355;76320381,63
BOL;BUN;15;390;1543334,68
BOL;BUN;3243;20563;81260218,06
BOL;BUN;55;200;787863,63
BOL;BUN;462;1600;6265510,23
BOL;BUN;155;886;3489928,82
BOL;BUN;299;12018;47329465,23
BOL;BUN;41;1028;4034469,8
BOL;BUN;18;470;1880197,69
BOL;BUN;4409;22325;88024947,81
BOL;BUN;637;1886;7416984,02
BOL;BUN;661;8612;33804059,96
BOL;BUN;1322;5180;20656637,49
BOL;BUN;48;572;2283439,76
BOL;BUN;11;264;1035239,68
BOL;BUN;4;336;1323534,42
BOL;BUN;2;85;339626,07
BOL;BUN;19;157;631745,78
BOL;BUN;50;58;234280,21
BRA;BOG;205;1142;4483229,34
BRA;BOG;182500;7857;30894755,04
BRA;BOG;30;63418;252563180,6
BRA;BOG;38725;14823;59638053,43
BRA;BOG;8100;963;3874351,23
BRA;BOG;21675;7645;29221483,27
BRA;BOG;41700;1459;5813407,42
BRA;BOG;4300;1272;5054708,72
BRA;BOG;31680;3168;12643107,84
BRA;BOG;5496;23761;92508140
BRA;BOG;473;158400;621841968
BRA;BOG;26100;4327;16942848,69
BRA;BOG;20;1991;7932263,85
BRA;BOG;2088;8247;32626515,88
BRA;BOG;78;213;843393,61
BRA;BOG;2400;10311;40790661,03
BRA;BOG;3518;10851;42926045,05
BRA;BOG;34;1500;5965792,5
BRA;BOG;1882;9597;38229038,92
BRA;BOG;361000;40853;164360198,1
BRA;BOG;583;24628;95346070,6
BRA;BOG;2066;87128;337311695,6
BRA;BOG;68;2509;9650165,51
BRA;BOG;120;3120;12345091,2
BRA;BOG;7;37503;149990623,3
BRA;BOG;1535;5963;23545420,41
BRA;BOG;2;160;638328
BRA;BOG;28935;20540;81804253,72
BRA;BOG;0;33;130900,06
BRA;BOG;59;2591;10363058,32
BRA;BOG;4;1546;6115790,48
BRA;BOG;14;417;1646541,18
BRA;BOG;53;1359;5377188,12
BRA;BOG;7000;1249;4996058,27
BRA;BOG;13;384;1522934,68
BRA;BOG;4;1474;5708995,02
BRA;BOG;1;3763;14885976,44
BRA;BOG;19;168;664587,84
BRA;BOG;5;1714;6780378,32
BRA;BOG;2;536;2120351,68
BRA;BOG;2;4693;18729199,84
BRA;BOG;6;502;1985851,76
BRA;BOG;2;214;846558,32
BRA;BOG;4;14;55382,32
BRA;BOG;2;42;166146,96
BRA;BOG;6;407;1613171,05
BRA;BOG;10;4418;17477077,84
BRA;BOG;2;6;23735,28
BRA;BOG;44;457;1811365,16
BRA;BOG;2;60;237352,8
BRA;BOG;4;408;1613999,04
BRA;BOG;1;20000;79970200
BRA;BOG;1;50;199157,5
BRA;BOG;97;1075;4109468,16
